Fiscal Year,Event ID,Event Goal($),Active Registrations,Inactive Registrations,Total Fees Paid,Total of All Confirmed Gifts($),Total Online Gifts($),Teams,Captains,Average Team Size,Total Offline Confirmed Gifts($),Self Donors,Total From Participant($),Non-self Donors,Total Not From Participant($),Total Team Gifts($),Total Event Gifts($),Total Offline Unconfirmed Gifts($),City,State,Zip Code,Internal Event Name,Previous Event ID
2015,26231,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[BIKE SITE CITY],TX,,"TXH Texas, Austin - Walk MS 2015 Archive - DO NOT USE",0
2016,28044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TXH Bike MS Dallas Transportation - DO NOT USE,25452
2016,27922,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[START CITY],TX,0,TXH 2016 Bike MS: San Antonio [DO NOT USE],0
2017,28852,0,1085,0,37240,29140,0,0,0,0,29140,4,225,1081,28915,0,28915,0,,,,TXH 2017 Bike MS: BP MS 150 - Transportation,27183
2016,27183,0,964,1,33355,1961,0,0,0,0,1961,0,0,965,1961,0,1961,0,,,,TXH 2016 Bike MS: BP MS 150 Transportation (Multiple Registrations),25452
2017,29175,0,39,0,1140,60,0,0,0,0,60,0,0,39,60,0,0,0,,,,TXH 2017 Bike MS: Norman - Transportation,27901
2014,22599,1,2689,21,103395,560,35,0,0,0,525,2,560,2708,0,0,0,0,,,,"Texas, Houston - Transportation - 2014 BP MS 150",20236
2015,24817,1,4,0,140,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,"TXH Texas, Houston - Transportation - BP MS 150 2015",0
2015,24818,0,1085,0,0,845,75,8,14,134,770,1,25,1084,820,0,0,0,Houston,TX,77054,"TXH Texas, Houston - Volunteers - 2015 BP MS 150",22616
2013,20236,1,1913,3,85719.22,70,70,0,0,0,0,2,70,1914,0,0,0,0,,,,"Texas, Houston - Transportation - 2013 BP MS 150",17991
2015,25452,1,2160,7,87115,175,70,0,0,0,105,2,105,2165,70,0,0,0,,,,"TXH Texas, Houston - Transportation - 2015 BP MS 150 Houston to Austin",22599
2014,21786,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,UTU Bike MS 2014 OLD,0
2013,19244,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Logan,UT,84321,Utah - Bike MS: Harmons Best Dam Bike Ride 2013 TEST LV,17533
2016,27425,1545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,UTU 2016 Bike MS: Logan [Do NOT use},0
2013,21386,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Logan,UT,,New Bike MS 2013,0
2015,24736,1600000,1878,40,46037.5,1284803.69,624255.27,132,145,11,660548.42,808,224481.79,1110,1371406.49,88126.3,402842,285581.59,Logan,UT,84321,UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,22337
2014,22337,1600000,2074,20,60691.52,1309193.88,644917.62,136,153,12,664276.26,859,275442,1235,1226427.19,31243.99,237098.72,118685,Logan,UT,84321,"Utah, Logan - Bike MS: 2014",19245
2017,28813,1200000,1184,16,41647,1035152.22,470007.59,110,116,9,565144.63,526,185725.29,674,954007.67,58520.16,230377,85740.5,Logan,UT,84321,UTU 2017 Bike MS: Logan,27426
2016,27426,1200000,1264,20,42913.5,1123407.64,567046.24,109,118,9,556361.4,622,133973.13,662,1100411.01,83862.77,158906.69,8928.5,Logan,UT,84321,UTU 2016 Bike MS: Logan,24736
2013,19245,1600000,2610,57,63588.66,1351836.92,606762.6,151,175,13,745074.32,1064,291074.32,1603,1178690.04,44193.41,205417.75,91406.62,Logan,UT,84321,"Utah, Logan - Bike MS 2013 - Harmons Best Dam Bike Ride",17533
2014,21787,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,VAB Bike MS 2014 OLD,0
2013,20381,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VA,,VAB Bike MS 2013,0
2014,21928,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,VAB Bike MS 2014,0
2014,22236,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,VAR Bike MS: Ride Virginia 2014,19303
2015,25443,350000,190,16,2325,150506.33,94867.77,19,19,6,55638.56,102,22649.25,104,132731.08,1420,605,3825,Greenwood,VA,22943,VAB 2015 Bike MS: Tour de Vine,22886
2013,21416,200000,3,0,0,1300,1300,1,1,3,0,0,0,3,1300,0,0,0,,,,VAX - 2013 MS Great 8 Tour Du Lac,0
2014,23841,200000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,VAR - 2014 MS Great 8 - Beach to Beach Tour,21416
2015,26004,170000,167,1,3540,119721.1,60466.1,18,18,7,59255,69,11789,99,108687.1,4282.1,15235,755,White Sulphur Springs,WV,24986,VAB 2015 Bike MS: Country Roads Ride,24002
2016,27059,1010000,911,19,22170,753344.65,540184.22,87,89,8,213160.43,488,128852.79,442,668130.76,7661.2,36595.16,39852.9,Williamsburg,VA,23185,VAR 2016 Bike MS: Colonial Crossroads,25270
2014,21788,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,VAR Bike MS 2014 OLD,0
2014,22246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,VAR Bike MS - 2014,19303
2015,25270,435000,435,9,17007.5,393865.74,226827.37,40,44,9,167038.37,188,58143.43,256,355493.31,8338.15,36594.11,18406,Cape Charles,VA,23310,VAR 2015 Bike MS: Virginia's Ocean to Bay Ride,22316
2014,24002,200000,189,10,4619,108020.35,58218.62,18,19,8,49801.73,75,17749.72,124,92596.63,4497.25,1300,1630,White Sulphur Springs,WV,24986,"West Virginia, White Sulphur Springs  - Bike MS 2014",21348
2013,21348,220000,241,17,5866,158325.37,84581.37,29,30,6,73744,113,19293,145,140697.37,10494.37,0,1665,White Sulphur Springs,WV,24986,"West Virginia, White Sulpher Springs -  Bike MS: Country Roads Ride 2013",18065
2014,22316,600000,484,5,15513,428515.27,210513.51,42,46,9,218001.76,226,47554.72,263,383144.55,7273.03,869.42,1745,Cape Charles,VA,23310,"Virginia, Eastern Shore - Bike MS 2014",19306
2013,19303,0,458,11,17689.96,309446.7,230240.62,45,49,8,79206.08,232,46465.04,237,264656.66,4456,155,1590,Richmond,VA,23231,VAR Bike MS 2013,17518
2013,21059,400000,388,12,7452.65,312349.46,194596.83,41,46,7,117752.63,207,51642.26,193,263807.2,2045,0,3075,Greenwood,VA,22943,"Virginia, Greenwood -  Bike MS: Tour de Vine 2013",17696
2017,28925,115500,119,4,3369.5,79020.79,43656,20,19,3,35364.79,62,11410,61,75320.85,685,262.73,757.21,White Sulphur Springs,WV,24986,VAR 2017 Bike MS: Country Roads Ride,27784
2017,28847,825000,828,18,19177,697708.97,484094.06,79,78,8,213614.91,452,146722.23,394,637988.74,20591.75,60135.92,64203,Williamsburg,VA,23185,VAR 2017 Bike MS: Colonial Crossroads,27059
2014,22886,400000,263,0,3270,210648.63,141064.19,26,30,7,69584.44,153,38129.41,110,176020.22,2099,35,2598,Greenwood,VA,22943,"Virginia, Greenwood - Bike MS 2014",21059
2016,27784,130000,142,11,4495,79950.82,43420.99,20,20,5,36529.83,71,9990,82,70485.82,3259,158,125,Morgantown ,WV,26501,VAR 2016 Bike MS: Country Roads Ride,26004
2015,25368,325000,385,10,11145,318812.6,265795.33,41,44,8,53017.27,190,50130.45,205,279379.15,1878,8323,9510,Glen Allen,VA,23060,VAR 2015 Bike MS: Ride Virginia,22247
2014,22247,360000,439,29,15615,304909.73,236648.94,40,42,8,68260.79,216,39991.66,252,269665.07,3046.05,1316.25,4122,Richmond,VA,23231,"Virginia,  Richmond: Bike MS 2014",19303
2013,19306,600000,544,2,15421,444405.43,215621.02,40,47,11,228784.41,224,45512.82,322,402377.61,1258.51,823,3110,Cape Charles,VA,23310,VAX 2013 BIKE MS Ocean to Bay,17513
2014,21789,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,VAX Bike MS 2014 OLD,0
2014,21930,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape Charles,VA,23310,VAX Bike MS 2014,19306
2014,20382,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,VA,,VAX Bike MS 2013,17513
2014,21790,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,WAI Bike MS 2014 OLD,0
2013,21147,164000,202,4,8114.96,145246.63,86213.71,28,28,4,59032.92,129,22754,77,124200.63,1265,308.75,1583,Cataldo,ID,83810,"Idaho,Trail of the Coeur d'Alenes  Bike MS 2013",18574
2014,21931,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,WAI Bike MS 2014,0
2017,28210,40000,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Red Lodge,MT,59068,WAS 2017 Bike MS: Ride the Sky *canceled*,27172
2014,21791,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,WAS Bike MS 2014 OLD,0
2015,25437,63000,84,2,3285,40940.01,28433.01,11,12,4,12507,34,23230,52,37664.01,890,18330,18175,Bozeman,MT,59717,WAS 2015 Bike MS: Ride the Sky,23828
2013,21128,1740000,2005,131,52160,1615162,1197520.49,134,175,13,417641.51,1151,308532.82,985,1330008.82,44680.03,4973.99,5613,Mount Vernon,WA,98273,WAS 2013 Bike MS - Washington,17999
2016,27172,61694,88,0,4137.24,52831,40134,15,15,3,12697,46,13045,42,44336,556,4517,4550,Red Lodge,MT,59068,WAS 2016 Bike MS: Ride the Sky,25437
2017,28273,1700000,1690,33,63967,1350215.51,992049.11,132,158,10,358166.4,1010,344223.45,713,1145187.92,74368.59,155406.95,121766.53,Mount Vernon,WA,98273,WAS 2017 Bike MS: Deception Pass Classic,27170
2013,21137,148500,175,4,3667.5,89828.45,45976.53,12,13,10,43851.92,58,10292,121,84012.01,1060.61,1317,0,Billings,MT,59102,WAS 2013 Bike MS - Montana,18079
2015,25439,151000,226,10,11073.75,147937.23,95236.56,30,32,5,52700.67,105,34166,131,136390.78,2327,10285,9878,Kellogg,ID,83837,WAS 2015 Bike MS: Cycle the Silver Valley,23326
2014,23828,153500,89,5,3374.72,47571.44,28544,17,17,3,19027.44,38,25045,56,42163.44,1015,16231,15500,Bozeman,MT,59715,WAS 2014 Bike MS - Montana,21137
2015,25436,1800000,1886,70,72692.5,1633002.91,1226128.6,144,189,12,406874.31,1147,405388.73,809,1392876.12,168242.11,148174.76,155346.39,Mount Vernon,WA,98273,WAS 2015 Bike MS: Deception Pass Classic,23318
2016,27170,1780000,1826,72,63511.91,1491719.71,1151446.84,131,166,12,340272.87,1185,402472.14,713,1245904.78,62831.74,127664.58,151384.21,Mount Vernon,WA,98273,WAS 2016 Bike MS: Deception Pass Classic,25436
2017,28219,70000,83,0,3527.5,59621.75,39320,9,10,7,20301.75,47,11696,36,49565.75,958,1400,1155,Girdwood,AK,99587,WAS 2017 Bike MS: Hope to a Cure,27173
2014,23533,144500,124,0,5907.5,82342,57192.5,17,18,6,25149.5,68,44266,56,117201,4695,77605,27000,Girdwood,AK,99587,WAS 2014 Bike MS - Alaska,21146
2014,23326,151400,217,11,9849.82,166339.42,104444.17,33,35,4,61895.25,126,34306,102,143910.69,4655,5397,5050,Kellogg,ID,83837,WAS 2014 Bike MS - Idaho,21147
2013,21138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WA,,WAS 2013 Bike MS in the Northwest,18041
2016,27171,165000,218,16,10540.46,177984.5,112843.49,32,33,4,65141.01,148,41042.43,86,145900.07,645,10028,8958,Kellogg,ID,83837,WAS 2016 Bike MS: Cycle the Silver Valley,25439
2013,21146,168000,125,9,3762.5,67706.74,39188,17,19,5,28518.74,61,8635,73,63279.74,1347,600,250,Girdwood,AK,99587,WAS 2013 Bike MS - Alaska,18073
2017,28274,145000,213,25,7236,150944.84,105192.53,40,40,3,45752.31,123,39507.46,115,129720.04,6343,16060.82,15912.66,Kellogg,ID,83837,WAS 2017 Bike MS: Cycle the Silver Valley,27171
2016,27173,110449,110,2,4626.25,79543.77,60852.77,14,13,6,18691,59,15782.5,53,71748.27,2320,4550,7987,Girdwood,AK,99587,WAS 2016 Bike MS: Hope to a Cure,25438
2015,25438,107000,113,2,4255,80266.11,56977.5,16,19,5,23288.61,49,42059.5,66,66626.61,2273,28030,27620,Girdwood,AK,99587,WAS 2015 Bike MS: Hope to a Cure,23533
2014,23318,1848000,1886,68,71550.26,1664624.49,1273264.02,129,172,13,391360.47,1138,386700.75,816,1687488.05,148574.92,380903.25,131493,Mount Vernon,WA,98273,WAS 2014 Bike MS - Washington,21128
2014,21933,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pewaukee,WI,53072,WIG Bike MS 2014,19765
2013,19765,1500000,1824,46,40566.5,1364711.78,703803.13,112,119,12,660908.65,863,197340.49,1007,1179023.29,0,23752,45,Pewaukee,WI,53072,Wisconsin Bike MS: Best Dam Bike Ride 2013,17735
2017,28198,1500000,1746,127,37133.5,1485632.07,926622.92,110,117,11,559009.15,885,248969.86,988,1312706.43,8383.2,26763,36962,Pewaukee,WI,53072,WIG 2017 Bike MS: Wisconsin,27039
2015,24838,1500000,1913,69,38535,1484023.84,823178.8,115,125,11,660845.04,898,223007.7,1084,1276487.76,235,19858.68,1585,Pewaukee,WI,53072,"Wisconsin, Pewaukee - Bike MS 2015",22517
2014,22517,1500000,1929,76,49209,1399043.34,739329.53,117,127,11,659713.81,903,203273.04,1102,1214961.03,0,24583.5,375,Pewaukee,WI,53072,"Wisconsin, Pewaukee - Bike MS: TOYOTA Best Dam Bike Ride 2014",19765
2016,26972,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pewaukee,WI,53072,WIG 2016 Bike MS: Wisconsin,0
2014,21792,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,WIG Bike MS 2014 OLD,0
2013,20385,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WI,,WIG Bike MS 2013,17735
2015,24446,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,WIG 2015 Bike MS: TOYOTA Best Dam Bike Ride,0
2016,26766,1500000,314,0,1345,665,665,50,51,5,0,6,665,308,0,0,0,0,Pewaukee,WI,53072,"Wisconsin, Pewaukee - Bike MS 2016 (DO NOT USE)",0
2016,27038,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pewaukee,WI,53072,WIG 2016 Bike MS: Wisconsin (Do not use),0
2016,27039,1500000,1790,107,40560,1495470.29,870447.72,126,132,10,625022.57,857,209628.18,1040,1315152.77,7005,25616,16784,Pewaukee,WI,53072,WIG 2016 Bike MS: Wisconsin - USE,24838
