CaptainAcceptEmail,PriorYearParticipation,GenderMale,GenderFemale,GenderNotSpecified,RegOnline,RegOffline,PriorParticipant,NotPriorParticipant,ConnectionMS,NoConnectionMS,RegActive,RegInActive,DonorGenderMale,DonorGenderFemale,DonorGenderNotSpecified,RegisteredDonors,NonRegisteredDonors,DonorConnectionMS,DonorNoConnectionMS,DonorPriorParticipant,DonorNotPriorParticipant,GiftAmount
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,250
TRUE,0,1,1,0,2,0,2,0,2,0,2,0,5,4,0,2,7,5,4,9,0,770
TRUE,0,33,17,0,50,0,27,23,32,18,45,5,112,130,83,48,277,151,174,195,130,51996
TRUE,0,3,0,0,3,0,1,2,2,1,3,0,6,0,0,3,3,3,3,2,4,900
TRUE,0,107,63,1,171,0,34,137,99,72,171,0,287,284,221,49,743,343,449,356,433,160865
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,5,1,0,6,0,0,6,0,6,6,0,12,5,1,6,12,3,15,0,18,2065
TRUE,1,40,30,0,70,0,35,35,37,33,70,0,227,294,60,67,514,229,352,441,140,55901
FALSE,0,1,1,0,2,0,2,0,2,0,2,0,2,8,0,2,8,9,1,10,0,600
FALSE,0,5,5,0,10,0,2,8,4,6,9,1,22,29,3,9,45,28,26,15,37,3999
TRUE,0,2,0,0,2,0,0,2,1,1,2,0,4,0,0,2,2,1,3,0,4,1470
TRUE,0,4,3,0,7,0,1,6,5,2,7,0,13,6,6,6,19,11,14,3,22,5135
TRUE,0,32,22,1,52,3,36,19,46,9,54,1,225,228,63,40,476,242,274,414,101,48707
TRUE,0,1,2,0,3,0,1,2,3,0,3,0,1,3,0,2,2,4,0,2,1,285
FALSE,0,16,2,0,17,1,14,4,14,4,18,0,154,87,22,13,250,129,134,197,66,43705
TRUE,0,3,2,0,5,0,0,5,4,1,5,0,14,18,3,5,30,19,16,0,35,2115
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,1,1,2,0,0,2,300
FALSE,0,8,3,0,11,0,0,11,4,7,11,0,41,18,5,10,54,24,40,0,62,4990
TRUE,0,3,4,0,7,0,5,2,6,1,7,0,12,23,18,7,46,22,31,36,14,6417
TRUE,0,12,13,0,25,0,15,10,14,11,25,0,72,86,43,23,178,68,133,160,40,31701
TRUE,0,7,3,0,10,0,0,10,6,4,10,0,29,32,2,9,54,33,30,0,63,3900
TRUE,0,1,1,0,2,0,0,2,2,0,2,0,0,1,0,1,0,1,0,0,1,0
TRUE,0,62,30,0,91,1,58,34,58,34,92,0,330,241,117,83,605,269,419,511,144,141950
TRUE,0,12,6,0,18,0,12,6,15,3,18,0,65,46,17,18,110,77,51,103,21,11350
TRUE,0,16,8,0,22,2,8,16,15,9,24,0,38,12,9,24,35,37,22,27,32,7775
TRUE,0,4,0,0,4,0,4,0,4,0,4,0,10,4,14,4,24,10,18,28,0,2385
FALSE,1,16,17,0,27,6,23,10,21,12,33,0,7,13,3,5,18,17,6,19,2,11255
TRUE,1,1,0,0,1,0,1,0,1,0,1,0,2,1,1,1,3,3,1,3,0,165
FALSE,0,2,0,0,1,1,1,1,2,0,2,0,4,6,0,0,10,7,3,0,9,520
FALSE,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0
TRUE,0,1,1,0,2,0,0,2,2,0,2,0,3,4,6,2,11,5,8,0,12,1020
TRUE,0,3,4,0,5,2,4,3,6,1,7,0,2,3,0,5,0,4,1,3,2,0
TRUE,0,7,5,0,12,0,4,8,7,5,12,0,31,37,3,12,59,35,36,30,41,5165
TRUE,1,40,6,0,46,0,20,26,33,13,46,0,107,51,72,46,184,118,112,96,110,26610
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRUE,0,4,5,0,9,0,7,2,7,2,9,0,18,27,3,9,39,22,26,41,7,4335
TRUE,0,37,13,0,50,0,27,23,26,24,50,0,57,59,67,9,174,64,119,116,67,14642
TRUE,0,7,4,0,10,1,8,3,7,4,11,0,19,19,3,11,30,20,21,30,11,4680
TRUE,0,5,0,0,5,0,5,0,5,0,5,0,32,11,10,5,48,30,23,53,0,5515
TRUE,0,6,2,0,6,2,3,5,8,0,8,0,34,36,9,8,71,26,53,53,26,4965
TRUE,0,20,6,0,25,1,16,10,17,9,23,3,55,50,23,26,102,58,70,70,58,8450
TRUE,0,4,0,0,4,0,0,4,0,4,4,0,0,0,1,0,1,0,1,0,0,1140
TRUE,0,9,2,0,10,1,2,9,6,5,10,1,18,3,7,11,17,13,15,4,24,3815
TRUE,0,15,5,0,19,1,18,2,18,2,20,0,61,61,17,19,120,81,58,106,32,10425
TRUE,0,3,1,0,4,0,4,0,4,0,4,0,4,1,2,4,3,5,2,7,0,711
TRUE,0,10,9,0,15,4,12,7,14,5,19,0,40,43,15,18,80,60,38,53,44,6165
TRUE,0,0,1,0,1,0,0,1,1,0,1,0,1,3,0,1,3,2,2,0,4,145
TRUE,0,7,1,0,6,2,5,3,7,1,8,0,38,50,67,7,148,55,100,90,14,17566
TRUE,0,1,1,0,2,0,1,1,2,0,2,0,1,2,1,2,2,3,1,3,1,250
TRUE,0,15,6,0,20,1,14,7,15,6,21,0,15,6,24,21,24,15,30,30,15,10750
FALSE,0,19,24,0,41,2,24,19,38,5,43,0,107,146,22,41,234,184,91,143,132,17480
TRUE,0,4,0,0,4,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0
TRUE,0,8,0,0,8,0,6,2,8,0,8,0,18,5,9,8,24,22,10,25,4,1910
TRUE,0,4,0,0,3,1,4,0,2,2,4,0,9,0,1,3,7,4,6,10,0,1100
TRUE,0,1,0,0,0,1,1,0,1,0,1,0,2,0,1,1,2,2,1,3,0,1500
TRUE,0,1,1,0,2,0,2,0,1,1,2,0,1,1,0,2,0,1,1,2,0,0
TRUE,0,8,6,0,14,0,4,10,13,1,14,0,35,30,13,14,64,48,30,38,37,7075
TRUE,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
TRUE,0,3,3,0,6,0,6,0,3,3,6,0,36,28,5,6,63,37,32,68,0,7580
TRUE,0,20,5,0,25,0,13,12,15,10,25,0,42,18,33,25,68,36,57,40,51,12345
TRUE,0,5,1,0,5,1,0,6,3,3,6,0,10,7,1,5,13,10,8,0,9,1260
TRUE,0,9,0,0,6,3,7,2,8,1,9,0,15,1,0,9,7,13,3,12,4,1765
TRUE,0,3,0,0,3,0,2,1,3,0,3,0,7,7,1,3,12,12,3,12,3,750
FALSE,0,9,3,0,12,0,4,8,5,7,12,0,8,15,0,8,15,18,5,8,15,3350
TRUE,1,14,5,0,18,1,8,11,10,9,18,1,53,35,3,18,73,43,48,56,35,4163
TRUE,0,13,4,0,17,0,14,3,17,0,17,0,28,20,7,17,38,40,15,40,13,4588
TRUE,1,107,69,1,163,14,127,50,140,37,177,0,329,367,214,84,826,416,494,687,217,130587
TRUE,0,2,4,0,4,2,5,1,6,0,6,0,3,13,9,6,19,8,17,21,4,2008
TRUE,0,2,4,0,5,1,4,2,4,2,6,0,4,11,0,5,10,13,2,9,4,2350
TRUE,0,0,3,0,0,3,2,1,3,0,3,0,2,25,3,1,29,22,8,21,9,900
FALSE,0,3,0,0,3,0,0,3,1,2,3,0,10,6,2,3,15,9,9,0,18,695
FALSE,0,5,2,0,6,1,6,1,7,0,7,0,17,17,5,6,33,19,20,37,1,7840
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,5,8,2,1,14,9,6,0,15,450
TRUE,0,6,3,0,9,0,5,4,6,3,9,0,16,15,14,9,36,19,26,33,12,3120
TRUE,0,7,11,0,14,4,15,3,14,4,18,0,78,88,22,18,170,70,118,160,24,10234
FALSE,0,3,1,0,4,0,1,3,4,0,4,0,38,7,16,4,57,19,42,50,9,33420
FALSE,0,21,11,0,31,1,12,20,24,8,32,0,101,126,18,32,213,146,99,105,114,53057
TRUE,0,14,4,0,17,1,11,7,16,2,18,0,133,57,34,18,206,96,128,196,27,38670
TRUE,0,4,2,0,6,0,3,3,4,2,6,0,9,17,6,6,26,13,19,20,10,2237
FALSE,0,8,2,0,9,1,2,8,7,3,10,0,22,21,1,9,35,28,16,6,38,4365
TRUE,0,6,4,0,10,0,2,8,5,5,10,0,33,26,9,7,61,31,37,25,43,3925
TRUE,0,7,4,0,11,0,8,3,10,1,11,0,12,10,5,11,16,20,7,18,9,2710
TRUE,0,3,2,0,5,0,0,5,4,1,5,0,20,10,0,5,25,26,4,0,30,3850
TRUE,0,2,2,0,4,0,4,0,4,0,4,0,38,10,3,0,51,32,19,51,0,18410
TRUE,1,3,1,0,4,0,3,1,3,1,4,0,9,8,1,4,14,12,6,16,2,985
TRUE,0,4,2,0,5,1,2,4,2,4,6,0,6,8,1,6,9,9,6,7,8,1575
TRUE,0,5,2,0,7,0,5,2,7,0,7,0,25,20,1,7,39,21,25,39,7,3455
TRUE,0,18,8,1,23,4,18,9,19,8,27,0,49,34,11,16,78,54,40,59,34,9125
TRUE,0,4,2,0,3,3,0,6,3,3,6,0,7,12,6,3,22,6,19,0,25,4830
TRUE,0,21,0,0,21,0,16,5,19,2,21,0,155,86,40,16,265,131,150,227,53,24635
TRUE,0,3,0,0,3,0,2,1,2,1,3,0,23,18,3,0,44,15,29,40,3,4109
TRUE,0,13,5,0,14,4,11,7,13,5,17,1,62,45,11,14,104,60,58,84,29,9291
TRUE,0,2,1,0,3,0,1,2,2,1,3,0,5,2,0,3,4,4,3,1,6,815
TRUE,0,6,1,0,6,1,3,4,6,1,7,0,60,35,3,7,91,65,33,53,41,7969
FALSE,0,6,5,0,11,0,6,5,8,3,11,0,119,125,20,11,253,143,121,179,85,18569
TRUE,0,1,1,0,2,0,1,1,2,0,2,0,1,1,0,2,0,2,0,1,1,50
TRUE,0,5,0,0,5,0,2,3,1,4,5,0,6,3,0,5,4,2,7,4,5,1500
FALSE,0,2,0,0,1,1,1,1,2,0,2,0,8,17,1,1,25,10,16,26,0,1540
TRUE,0,1,1,0,0,2,1,1,2,0,2,0,12,11,7,1,29,15,15,0,30,3875
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,2,4,0,6,0,3,3,4,2,6,0,13,26,4,6,37,23,20,17,26,2495
FALSE,0,3,1,0,3,1,1,3,2,2,4,0,1,1,0,1,1,2,0,1,1,30
TRUE,1,75,36,0,107,4,40,71,75,36,110,1,360,317,80,49,708,393,364,272,442,153283
FALSE,0,12,2,0,14,0,7,7,9,5,14,0,43,18,17,4,74,47,31,31,46,7849
FALSE,0,5,3,0,6,2,6,2,7,1,8,0,22,14,4,8,32,25,15,36,4,2930
TRUE,0,7,4,0,8,3,5,6,5,6,11,0,73,31,4,9,99,52,56,80,26,13879
TRUE,0,0,4,0,3,1,2,2,3,1,4,0,12,53,1,3,63,48,18,44,22,7490
TRUE,0,6,3,0,9,0,0,9,6,3,9,0,21,20,4,8,37,28,17,0,45,3620
FALSE,0,1,1,0,1,1,0,2,1,1,2,0,1,3,0,0,4,2,2,0,4,715
TRUE,0,3,2,0,5,0,2,3,5,0,4,1,18,10,2,3,27,16,14,20,8,3500
TRUE,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,25
TRUE,0,3,3,0,1,5,5,1,5,1,6,0,9,17,4,6,24,18,12,27,3,2390
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,9,24,6,2,37,27,12,0,38,1948
TRUE,0,8,0,0,8,0,0,8,4,4,8,0,14,0,4,8,10,9,9,0,18,4000
TRUE,0,2,4,0,6,0,6,0,3,3,6,0,6,9,2,6,11,7,10,16,0,1478
FALSE,0,65,42,0,85,22,52,55,76,31,106,1,280,295,291,102,764,415,451,420,439,111785
TRUE,0,11,7,1,19,0,15,4,15,4,19,0,34,21,26,21,60,40,41,56,19,58685
TRUE,0,1,2,0,0,3,2,1,3,0,3,0,1,2,0,3,0,3,0,2,1,0
TRUE,0,22,5,0,26,1,14,13,8,19,27,0,45,37,49,18,113,44,87,78,52,26737
TRUE,1,4,1,0,5,0,3,2,3,2,4,1,12,5,0,5,12,12,5,13,3,1864
TRUE,0,22,28,0,48,2,38,12,40,10,50,0,157,201,82,47,393,218,222,340,96,64920
FALSE,0,7,4,0,4,7,8,3,9,2,11,0,34,39,8,10,71,60,21,74,6,11255
FALSE,1,31,25,0,42,14,24,32,40,16,56,0,210,200,54,48,416,268,196,253,206,71537
TRUE,0,6,0,0,6,0,4,2,5,1,6,0,24,18,3,6,39,24,21,33,10,6443
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,0,2,1,1,0,1,90
TRUE,0,4,5,0,7,2,7,2,6,3,9,0,41,49,68,6,152,52,106,115,43,22147
TRUE,1,10,5,0,4,11,13,2,11,4,15,0,39,42,15,14,82,53,43,90,6,8611
TRUE,0,6,3,0,1,8,9,0,6,3,6,3,15,5,4,9,15,11,13,24,0,2075
TRUE,0,1,3,0,4,0,2,2,3,1,4,0,5,15,0,2,18,12,8,10,9,1330
TRUE,1,71,47,0,75,43,80,38,92,26,116,2,351,267,134,96,656,414,338,625,122,85258
TRUE,0,2,1,0,2,1,2,1,3,0,3,0,15,15,10,3,37,14,26,28,12,2365
TRUE,0,35,27,0,31,31,36,26,47,15,61,1,186,292,90,50,518,348,220,349,212,67292
TRUE,1,41,28,0,33,36,48,21,53,16,67,2,388,432,113,60,873,490,443,736,192,121397
TRUE,0,12,8,0,15,5,8,12,13,7,20,0,68,111,12,14,177,88,103,103,87,15135
TRUE,1,18,17,0,33,2,24,11,13,22,34,1,78,86,55,33,186,77,142,111,78,20997
TRUE,0,45,40,1,65,21,44,42,56,30,85,1,292,311,42,83,562,364,281,400,242,58049
TRUE,0,9,5,2,14,2,2,14,7,9,16,0,66,47,60,12,161,60,113,41,126,15239
FALSE,0,3,1,0,4,0,0,4,2,2,4,0,8,8,5,4,17,8,13,0,21,2513
TRUE,0,4,11,0,1,14,9,6,12,3,12,3,54,73,24,14,137,79,72,75,76,18136
FALSE,0,0,2,0,0,2,2,0,2,0,2,0,1,5,2,2,6,4,4,8,0,1600
TRUE,0,3,2,0,4,1,4,1,4,1,5,0,6,6,12,4,20,6,18,13,9,3431
FALSE,0,7,5,0,11,1,2,10,8,4,12,0,19,17,3,11,28,19,20,3,36,2821
TRUE,1,32,19,0,46,5,19,32,31,20,51,0,173,116,66,49,306,158,197,191,161,40273
TRUE,0,12,21,0,32,1,1,32,17,16,30,3,71,128,19,12,206,105,113,15,199,27471
TRUE,0,27,9,0,34,2,12,24,19,17,36,0,70,69,23,17,145,82,80,56,95,27485
FALSE,0,5,0,0,5,0,3,2,5,0,5,0,16,11,3,4,26,16,14,10,15,2700
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,10,11,0,20,1,5,16,11,10,21,0,57,61,26,15,129,55,89,54,89,10318
TRUE,0,5,0,0,5,0,0,5,0,5,5,0,17,4,2,5,18,6,17,0,22,1572
TRUE,0,6,7,0,10,3,4,9,10,3,13,0,28,63,7,12,86,54,44,34,62,6091
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,1,3,3,0,7,1,6,0,7,643
TRUE,0,15,7,0,15,7,14,8,15,7,21,1,73,35,42,19,131,50,100,121,29,30615
TRUE,0,1,3,0,4,0,3,1,2,2,4,0,6,36,1,4,39,31,12,33,9,3343
TRUE,0,5,1,0,6,0,2,4,1,5,6,0,13,4,1,6,12,3,15,9,5,2250
TRUE,0,1,1,0,2,0,1,1,1,1,2,0,17,18,4,2,37,15,24,24,15,2402
TRUE,0,2,1,0,3,0,1,2,2,1,3,0,21,15,0,3,33,19,17,26,9,3970
TRUE,0,9,7,0,1,15,8,8,7,9,13,3,19,22,14,1,54,19,36,34,21,8664
TRUE,0,5,1,0,6,0,4,2,3,3,6,0,35,11,4,5,45,13,37,42,8,4481
FALSE,0,5,4,0,9,0,3,6,4,5,9,0,9,9,0,9,9,9,9,7,11,5175
TRUE,0,3,4,0,7,0,6,1,3,4,7,0,22,34,1,7,50,19,38,48,9,3220
TRUE,0,9,0,0,6,3,7,2,7,2,9,0,106,113,17,7,229,76,160,220,16,16678
FALSE,0,4,2,0,6,0,1,5,2,4,6,0,7,9,2,5,13,8,10,4,14,4390
TRUE,0,15,3,0,18,0,9,9,7,11,18,0,43,24,4,16,55,25,46,27,44,9605
TRUE,1,8,0,0,1,7,7,1,5,3,8,0,8,3,3,1,13,6,8,10,4,1400
TRUE,1,9,2,0,11,0,8,3,8,3,11,0,86,76,19,10,171,72,109,146,33,20755
TRUE,1,2,3,1,6,0,3,3,2,4,6,0,17,12,7,5,31,15,21,29,7,3585
TRUE,1,7,2,2,9,2,5,6,6,5,11,0,37,25,9,9,62,39,32,50,21,4205
TRUE,1,6,3,0,8,1,7,2,6,3,9,0,5,4,2,3,8,6,5,8,2,6035
TRUE,1,6,3,0,7,2,8,1,8,1,9,0,48,12,5,7,58,39,26,63,1,14644
TRUE,1,5,0,0,1,4,3,2,4,1,5,0,5,4,4,1,12,7,6,1,12,780
FALSE,1,2,1,0,3,0,0,3,0,3,3,0,2,1,0,3,0,0,3,0,3,75
TRUE,1,9,5,2,15,1,8,8,5,11,16,0,26,36,38,14,86,48,52,56,20,5328
TRUE,1,73,51,3,118,9,58,69,78,49,122,5,218,247,133,42,556,428,170,295,300,47417
FALSE,1,10,10,1,21,0,11,10,12,9,21,0,74,71,33,21,157,132,46,111,65,12274
TRUE,1,20,6,2,14,14,10,18,18,10,28,0,45,45,11,14,87,55,46,70,30,16595
TRUE,1,3,1,1,2,3,1,4,1,4,5,0,19,12,5,2,34,31,5,3,33,1465
TRUE,1,1,0,0,1,0,1,0,1,0,1,0,12,3,4,1,18,14,5,17,0,3125
FALSE,1,2,1,0,2,1,2,1,2,1,3,0,5,7,0,1,11,6,6,5,7,505
FALSE,1,9,2,0,11,0,2,9,6,5,10,1,26,11,6,7,36,17,26,26,17,4015
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,35
TRUE,1,10,8,0,17,1,13,5,10,8,18,0,52,50,12,17,97,58,56,79,33,11955
FALSE,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,2500
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,6,5,1,1,11,10,2,0,12,740
FALSE,0,2,0,0,2,0,0,2,1,1,2,0,8,3,1,2,10,7,5,0,12,700
FALSE,0,2,0,0,2,0,1,1,2,0,2,0,8,2,3,2,11,8,5,6,7,890
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,7,6,0,9,4,6,7,12,1,13,0,32,55,9,13,83,65,31,46,49,8231
FALSE,0,10,7,0,15,2,7,10,8,9,13,4,35,52,31,16,102,39,79,36,68,9473
FALSE,0,6,3,0,9,0,0,9,7,2,6,3,13,22,5,8,32,26,14,0,40,3210
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,4,0,0,4,0,1,3,4,0,2,2,20,7,0,4,23,20,7,22,5,1715
TRUE,0,32,14,2,16,32,25,23,35,13,42,6,33,77,30,12,128,82,58,112,27,22702
TRUE,0,17,6,0,21,2,4,19,13,10,18,5,121,73,28,20,202,114,108,58,163,21157
TRUE,0,12,7,0,1,18,2,17,6,13,17,2,49,60,5,19,95,48,66,14,98,10007
FALSE,0,4,1,0,5,0,4,1,5,0,5,0,46,23,7,5,71,32,44,63,13,5370
TRUE,0,10,0,0,0,10,4,6,0,10,10,0,1,0,18,0,19,1,18,8,10,6500
TRUE,0,23,4,0,27,0,7,20,17,10,19,8,134,148,46,27,301,154,174,147,175,26871
TRUE,0,2,6,0,8,0,0,8,6,2,6,2,11,31,8,7,43,25,25,0,49,3370
TRUE,0,13,13,0,24,2,10,16,20,6,26,0,128,152,28,24,284,162,146,157,145,22538
FALSE,0,4,0,0,4,0,0,4,1,3,4,0,18,18,2,4,34,17,21,0,38,1950
TRUE,0,12,7,0,13,6,13,6,14,5,15,4,72,43,29,3,141,82,62,127,11,21841
TRUE,0,10,2,0,12,0,4,8,4,8,12,0,46,44,3,12,81,57,36,46,41,10645
TRUE,0,4,1,0,3,2,2,3,3,2,1,4,12,23,4,5,34,22,17,33,6,1813
TRUE,0,2,0,0,2,0,1,1,2,0,2,0,12,9,1,2,20,12,10,8,14,973
TRUE,0,4,4,0,7,1,2,6,6,2,5,3,42,29,6,8,69,41,36,61,16,5985
FALSE,0,4,2,0,6,0,0,6,2,4,5,1,27,18,4,6,43,24,25,0,33,3611
TRUE,0,0,2,0,2,0,2,0,1,1,2,0,1,4,2,2,5,2,5,7,0,595
TRUE,0,15,3,0,17,1,6,12,11,7,11,7,52,8,1,14,47,34,27,41,19,19190
TRUE,0,1,0,0,0,1,1,0,0,1,1,0,14,8,2,1,23,10,14,24,0,1410
TRUE,0,8,11,0,19,0,5,14,18,1,17,2,53,79,19,18,133,106,45,60,89,9504
TRUE,0,4,0,0,2,2,3,1,4,0,4,0,22,23,11,4,52,34,22,44,12,4510
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,5,8,0,1,12,1,12,13,0,700
FALSE,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FALSE,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,13,1,0,13,1,9,5,8,6,12,2,50,19,6,14,61,44,31,45,29,10340
TRUE,1,2,4,0,5,1,2,4,3,3,5,1,50,38,12,5,95,63,37,69,31,12417
TRUE,0,10,8,0,17,1,6,12,16,2,16,2,69,98,15,16,166,106,76,71,108,30210
TRUE,0,4,4,0,8,0,0,8,0,8,7,1,18,20,1,8,31,7,32,0,39,3031
TRUE,0,31,22,0,34,19,31,22,39,14,38,15,251,296,45,27,565,347,245,499,91,108079
TRUE,0,11,3,0,2,12,1,13,3,11,12,2,34,6,2,13,29,24,18,7,32,2970
TRUE,0,18,4,0,20,2,16,6,19,3,16,6,66,26,16,15,93,63,45,67,36,16861
TRUE,0,12,2,0,7,7,6,8,9,5,12,2,73,17,10,12,88,57,43,40,60,11623
TRUE,0,3,0,0,3,0,1,2,3,0,3,0,14,4,0,3,15,11,7,1,15,905
TRUE,0,4,0,0,4,0,0,4,2,2,4,0,14,9,1,4,20,13,11,0,23,2194
FALSE,1,0,6,0,3,3,4,2,6,0,6,0,8,17,12,1,36,18,19,22,0,3263
TRUE,0,8,5,0,13,0,4,9,13,0,7,6,39,33,8,12,68,59,21,53,27,10105
FALSE,0,2,0,0,2,0,2,0,1,1,2,0,15,10,6,2,29,15,16,31,0,3250
TRUE,0,2,0,0,2,0,0,2,1,1,1,1,4,1,0,2,3,2,3,0,4,190
FALSE,0,10,3,0,13,0,0,13,11,2,13,0,63,62,6,13,118,87,44,0,131,6580
FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,1,2,2,0,4,0,2,2,3,1,4,0,8,8,6,4,18,10,12,11,11,1727
TRUE,1,5,2,0,7,0,3,4,5,2,7,0,41,19,14,7,67,52,22,51,23,10765
TRUE,0,1,0,0,0,1,0,1,1,0,1,0,8,7,6,0,21,13,8,0,21,5060
FALSE,0,4,1,0,1,4,0,5,4,1,5,0,4,1,5,5,5,4,6,0,10,1000
TRUE,0,1,1,2,4,0,0,4,3,1,4,0,5,3,2,4,6,10,0,0,10,475
FALSE,0,2,0,0,2,0,0,2,1,1,2,0,9,3,5,2,15,16,1,0,17,1225
,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
,1,1,2,0,3,0,1,2,3,0,3,0,4,7,0,3,8,11,0,3,8,1250
FALSE,1,9,3,0,12,0,5,7,6,6,12,0,25,18,10,12,41,49,4,14,39,3460
TRUE,0,3,2,0,5,0,0,5,3,2,5,0,18,22,17,5,52,40,17,0,57,2416
TRUE,1,14,5,0,19,0,12,7,16,3,15,4,81,71,57,19,190,140,69,160,49,17231
TRUE,1,4,0,0,3,1,3,1,3,1,4,0,39,29,10,4,74,44,34,59,19,6731
TRUE,1,14,3,0,17,0,7,10,11,6,17,0,88,45,39,17,155,127,45,54,108,27195
TRUE,0,2,0,0,2,0,2,0,1,1,2,0,10,0,4,2,12,9,5,14,0,1535
TRUE,1,9,2,0,11,0,3,8,3,8,11,0,63,37,62,11,151,92,70,95,63,14383
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,4,4,4,1,11,12,0,0,12,490
TRUE,0,4,1,0,5,0,0,5,1,4,5,0,7,7,4,5,13,16,2,0,18,2340
FALSE,1,13,2,0,13,2,5,10,11,4,14,1,111,52,23,13,173,157,29,125,59,26807
TRUE,1,29,19,0,41,7,30,18,40,8,47,1,212,205,49,45,421,383,83,317,148,41510
TRUE,1,37,11,0,46,2,24,24,25,23,44,4,189,106,34,48,281,285,44,167,160,29729
FALSE,1,2,0,0,2,0,2,0,2,0,2,0,5,3,3,2,9,9,2,11,0,695
TRUE,0,19,18,0,37,0,2,35,19,18,36,1,82,114,59,37,218,229,26,3,249,13396
TRUE,1,9,13,0,22,0,10,12,16,6,20,2,122,142,104,20,348,273,95,141,226,32221
TRUE,1,20,4,0,23,1,14,10,16,8,23,1,71,35,13,24,95,97,22,92,26,22382
FALSE,1,3,3,0,3,3,5,1,6,0,6,0,20,23,4,6,41,35,12,43,3,3575
FALSE,1,5,2,0,7,0,2,5,4,3,6,1,18,26,27,7,64,58,13,27,41,16114
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,6,6,2,2,12,12,2,0,14,2650
TRUE,1,10,9,0,18,1,17,2,17,2,17,2,165,147,28,17,323,311,29,333,7,50531
TRUE,0,4,2,0,6,0,1,5,1,5,6,0,13,6,1,6,14,18,2,2,18,2460
TRUE,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
TRUE,0,1,1,0,2,0,0,2,1,1,2,0,18,15,7,2,38,40,0,0,40,2660
FALSE,1,5,0,0,0,5,5,0,5,0,5,0,25,28,8,5,56,46,15,61,0,3016
FALSE,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TRUE,1,2,2,0,1,3,4,0,3,1,4,0,6,16,6,4,24,22,6,28,0,1837
TRUE,0,2,1,0,3,0,0,3,1,2,3,0,13,7,4,3,21,18,6,0,24,2035
TRUE,1,4,3,0,7,0,1,6,4,3,7,0,27,22,12,7,54,55,6,24,37,4790
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,3,0,1,1,3,3,1,0,4,1325
TRUE,1,10,3,0,13,0,3,10,7,6,11,2,43,48,12,13,90,98,5,26,77,6096
TRUE,1,4,1,0,5,0,4,1,4,1,5,0,22,6,0,4,24,25,3,23,1,12240
TRUE,0,2,1,0,3,0,1,2,3,0,3,0,11,17,0,3,25,23,5,14,14,4230
TRUE,1,8,4,0,11,1,8,4,7,5,11,1,8,10,12,12,18,18,12,14,16,6075
TRUE,1,4,2,0,6,0,5,1,4,2,4,2,33,46,9,6,82,66,22,13,75,15375
TRUE,0,3,1,0,4,0,0,4,2,2,4,0,34,29,20,4,79,67,16,0,71,7548
TRUE,1,174,52,3,229,0,95,134,137,92,203,26,1096,726,817,222,2417,1700,939,1453,1167,295634
TRUE,0,3,0,0,3,0,0,3,1,2,3,0,18,12,10,3,37,34,6,0,39,2005
TRUE,1,11,5,0,16,0,9,7,7,9,12,4,38,41,7,16,70,72,14,35,50,5861
TRUE,1,6,2,1,9,0,5,4,4,5,9,0,46,41,24,9,102,85,26,69,41,6875
